job_title,company_name,company_page,location,job_type,Experience Level,Yrs of Exp,skills
"Backoffice (Mail&Chat )Excellent English Speakers,Grads",Etisalat Egypt -,https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 4 Yrs of Exp,"['Accounting/Finance', 'Administration', 'Customer Service/Support', 'Customer Support', 'Customer Service', 'Customer Care', 'Customer Relations', 'Customer Satisfaction', 'Customer Retention', 'Customer Service Management']"
Data Entry Clerk,Confidential -,,"Downtown, Cairo, Egypt",Full Time / Remote,Entry Level,1 - 20 Yrs of Exp,"['Administration', 'Customer Service/Support', 'data input specialist', 'data entry', 'Microsoft Excel', 'computer', 'Data', 'English', 'Microsoft Office', 'MS Office']"
"Backoffice (Mail&Chat) Excellent English Speakers,Graduates",Etisalat Egypt -,https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 4 Yrs of Exp,"['Accounting/Finance', 'Administration', 'Customer Service/Support', 'Customer Care', 'Customer Support', 'Customer Service', 'Customer Relations', 'Customer Satisfaction', 'Customer Service Management', 'Customer Experience']"
Facebook Content Monetization Specialist,Qanawat -,https://wuzzuf.net/jobs/careers/Qanawat-Egypt-4393,"Sheraton, Cairo, Egypt",Full Time / On-site,Experienced,5+ Yrs of Exp,"['Marketing/PR/Advertising', 'Facebook Advertising', 'Monetization', 'campaigns', 'Content', 'Social Media', 'Data Analytics', 'facebook', 'Marketing', 'media']"
YouTube Channel Growth Specialist,Qanawat -,https://wuzzuf.net/jobs/careers/Qanawat-Egypt-4393,"Sheraton, Cairo, Egypt",Full Time / On-site,Experienced,4+ Yrs of Exp,"['Marketing/PR/Advertising', 'YouTube', 'Creative', 'Monetization', 'Data Analytics', 'SEO', 'Audience Development', 'Content Management', 'Content Optimization']"
Senior Full Stack Developer - Power Platform,Initium Solutions -,https://wuzzuf.net/jobs/careers/Initium-Solutions-Egypt-56621,"Giza, Giza, Egypt",Full Time / Hybrid,Experienced,4+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', '.Net', 'Computer Science', 'Full Stack', 'Software Development', '.Net Framework', 'Microsoft .Net Framework', 'SQL', 'PHP']"
Backoffice (Mail&Chat)B2 English Speakers e&UAE,Etisalat Egypt -,https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 3 Yrs of Exp,"['Administration', 'Customer Service/Support', 'IT/Software Development', 'Customer Service', 'Customer Care', 'Customer Support', 'Customer Retention', 'Customer Relations', 'Customer Satisfaction', 'Customer Service Management']"
Emerging Technologies & Innovation Specialist,Melocalgate  -,https://wuzzuf.net/jobs/careers/Melocalgate-Egypt-41466,"Jeddah, Saudi Arabia",Full Time / On-site,Experienced,2 - 10 Yrs of Exp,"['IT/Software Development', 'Strategy/Consulting', 'Analysis', 'Data Analysis', 'Energy Efficiency', 'Information Technology (IT)']"
Senior Manager - Data Analytics,Alshaya -,https://wuzzuf.net/jobs/careers/Alshaya-Egypt-31261,"Nasr City, Cairo, Egypt",Full Time / On-site,Manager,7 - 10 Yrs of Exp,"['Analyst/Research', 'Sales/Retail', 'Data Analytics', 'CRM', 'Quantitative Research', 'Commercial Analysis', 'Performance Measurement', 'Loyalty Programme', 'Performance Analytics', 'Loyalty Programme Analytics']"
Accountant,Confidential -,,"Smart Village, Giza, Egypt",Full Time / On-site,Entry Level,1 - 4 Yrs of Exp,"['Accounting/Finance', 'Medical/Healthcare', 'Tourism/Travel', 'Finance', 'Financial Management', 'Financial Analysis', 'Microsoft Office', 'Accounting', 'English', 'excel']"
Mobile Maintenance Engineer /Technician,Etisal EG -,https://wuzzuf.net/jobs/careers/Etisal-EG-Egypt-33245,"New Cairo, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['males_only', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'Engineering - Other', 'Data Driven', 'Maintenance', 'Engineering', 'Hardware', 'Computer Skills', 'Mechanical Engineering', 'Maintenance Engineering']"
IT Help Desk Specialist ERP & ECM Systems,Ebtikar IT -,https://wuzzuf.net/jobs/careers/Fekra-IT-Saudi-Arabia-18198,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,1+ Yrs of Exp,"['females_preferred', 'Customer Service/Support', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Technical Support', 'Technical Analysis', 'Information Technology (IT)', 'Computer Science', 'SQL', 'Microsoft SQL Server', 'MySQL']"
Business Developer,Traffic 360 -,https://wuzzuf.net/jobs/careers/traffic-360-egypt-128217,"Nasr City, Cairo, Egypt",Full Time / Hybrid,Entry Level,1+ Yrs of Exp,"['Business Development', 'Sales/Retail', 'business', 'Business developer', 'Business Development', 'developer', 'Sales', 'sales skills', 'Sales Target', 'Digital Marketing']"
Senior Accountant,Confidential -,,"Giza, Egypt",Full Time / On-site,Experienced,4 - 5 Yrs of Exp,"['Accounting/Finance', 'Analyst/Research', 'Accounting', 'excel', 'IFRS', 'Finance', 'Budgeting', 'Finance Analysis', 'Analysis', 'Financial Data Analysis']"
Chains Optimization & Connectivity Executive,WebBeds  -,https://wuzzuf.net/jobs/careers/WebBeds-Egypt-43598,"Cairo, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Hospitality/Hotels/Food Services', '•\tBachelor’s degree in Business, Hospitality, Technology, or a related field', '•\tExpertise in Microsoft Excel, Power BI, and analytical tools', '•\t2+ years of experience in hotel distribution, B2B travel technology, or connectivity management', '•\tHands-on experience with switch providers and API integrations', '•\tExperience in data analysis, performance tracking, and process improvement', '•\tStrong understanding of hotel connectivity, mapping, and system integrations', '•\tAbility to communicate effectively across departments, aligning technical solutions with commercial objectives.']"
Quality Assurance) QA) Section head,Dough and More Food Industries -,https://wuzzuf.net/jobs/careers/Dough-and-More-Food-Industries-Egypt-55006,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,5 - 8 Yrs of Exp,"['Manufacturing/Production', 'Quality', 'Data Analysis', 'Team Leadership']"
"Lead Researcher (Part-Time, Remote)",Elevate Growth Systems -,https://wuzzuf.net/jobs/careers/Elevate Growth Systems-United States-127566,"Detroit, United States",Part Time / Remote,Student,Business Development,"['Analyst/Research', 'Analysis', 'Data Entry', 'Social Media', 'Lead Generation']"
Retail Merchandising Specialist,Carina Wear -,https://wuzzuf.net/jobs/careers/Carina-Wear-Office-Egypt-20411,"New Cairo, Cairo, Egypt",Full Time / On-site,Entry Level,0 - 2 Yrs of Exp,"['Sales/Retail', 'Retail Merchandising', 'Inventory Management', 'Stock Replenishment', 'Product Allocation', 'Demand Planning', 'Purchase Orders', 'Sales Forecasting', 'Inventory Control', 'Supply Chain']"
Quality Specialist,Cleopatra Hospitals Group -,https://wuzzuf.net/jobs/careers/Cleopatra-Hospital-Group-Egypt-28152,"6th of October, Giza, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Medical/Healthcare', 'Quality', 'Quality Control', 'Data Collection', 'Communication skills', 'Training']"
Senior Power BI Developer (GeoLocation Specialist),Madar Soft -,https://wuzzuf.net/jobs/careers/Madar-Soft-Egypt-14834,"Fleming, Alexandria, Egypt",Full Time / Remote,Experienced,3 - 3 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Analysis', 'BI', 'Python', 'SQL Server', 'SQL', 'SSIS', 'Computer Science', 'Data Modeling']"
Billing Internship,Medmark Insurance Brokerage -,https://wuzzuf.net/jobs/careers/Medmark-Egypt-7789,"Agouza, Giza, Egypt",Internship / On-site,Entry Level,0 - 1 Yrs of Exp,"['Administration', 'Writing/Editorial', 'Communication skills', 'Data Entry', 'Data Archiving', 'Documentation', 'Administration', 'Microsoft Office']"
Performance Manager,Confidential -,,"Bourj Alarab, Alexandria, Egypt",Full Time / On-site,Manager,5 - 15 Yrs of Exp,"['Operations/Management', 'Analysis', 'Communication', 'Performance Management', 'Management', 'Medical', 'Performance', 'Leadership', 'Data Analysis']"
Insurance Utilization Analysis,Beyond Insurance Brokerage -,https://wuzzuf.net/jobs/careers/Beyond-Insurance-Brokerage-Egypt-66107,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,1 - 3 Yrs of Exp,"['Medical/Healthcare', 'Analyst/Research', 'Data Analysis', 'Data Analytics', 'Pharmacy', 'Medical Insurance', 'Medical Utilization', 'fraud cases', 'consumptions', 'Insurance']"
Accounting Manager,Confidential -,,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Manager,8 - 15 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Financial Management', 'Financial Reports', 'Financial Accounting', 'Financial Analysis', 'accounting data', 'Finance', 'Financial']"
Senior Accountant,KTS International   -,https://wuzzuf.net/jobs/careers/KTS International-Egypt-105796,"Cairo, Egypt",Full Time / On-site,Experienced,5 - 7 Yrs of Exp,"['Accounting/Finance', 'Accounting Manager', 'Finance', 'Financial Analysis', 'Accounting', 'Financial Management', 'Financial Accounting', 'Payable Accounting', 'Accounts Payable', 'Accounts Receivable']"
Senior Back End Developer,Misbar Alkawn -,https://wuzzuf.net/jobs/careers/-118951,"Nasr City, Cairo, Egypt",Full Time / On-site,Experienced,5+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Microservices', 'Clean Architecture, DDD/CQRS', 'event-driven architecture and infrastructure-as-code', 'inter-service communication, data ownership, API gateway selection, and cross-service transactions']"
Project Management Specialist,Misr Elkheir Foundation -,https://wuzzuf.net/jobs/careers/Misr-Elkheir-Foundation-Egypt-7932,"Mokattam, Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Management', 'Project Management', 'egineering', 'PMO', 'Engineering', 'Project', 'Data Analytics']"
Warehouse Manager - Poultry Sector,El Banna Group Company -,https://wuzzuf.net/jobs/careers/Zeta-Pharma-Egypt-14317,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Manager,10 - 15 Yrs of Exp,"['males_only', 'Logistics/Supply Chain', 'Warehousing Management', 'Warehousing', 'Data Warehousing', 'Warehouse Management System', 'Warehouse Management', 'Warehouse Operations', 'SAP Business Warehouse', 'Operations Management', 'Administration']"
Virtual Assistant,Confidential -,,"Detroit, United States",Full Time / Remote,Entry Level,1+ Yrs of Exp,"['Administration', 'Customer Service/Support', 'Marketing/PR/Advertising', 'Administration', 'Admin Assistant', 'Communication skills', 'Management skills', 'Startup', 'Virtual Assistant', 'Data Entry']"
Financial Data Analyst,Etihad Airport Services -,https://wuzzuf.net/jobs/careers/etihad-airport-services-united-arab-emirates-128860,"Dubai, United Arab Emirates",Full Time,Experienced,Accounting/Finance,"['IT/Software Development', 'Analyst/Research', 'Finance', 'Analysis', 'Financial Analysis', 'Accounting', 'Data Analysis', 'Microsoft Office', 'Computer Science']"
Internal Auditor,SAK Developments -,https://wuzzuf.net/jobs/careers/Sak-Developments-Egypt-37596,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,4 - 5 Yrs of Exp,"['Accounting/Finance', 'Auditing', 'Communication skills', 'Financial Analysis', 'Accounting', 'Finance', 'Data Analysis', 'Analysis', 'Financial']"
Quality Assurance Specialist - Call Center,New Plan  -,https://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501,"Heliopolis, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Quality', 'Quality Assurance', 'Quality Control', 'Skills', 'Training', 'quality', 'Analysis', 'Communication', 'Communication skills', 'Data']"
IoT Data Engineer,Canonical -,https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,"Riyadh, Saudi Arabia",Full Time,Entry Level,IT/Software Development,"['Analyst/Research', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Computer Engineering', 'Python', 'SQL', 'Software Development']"
Call Center Agent,Confidential -,,"Maadi, Cairo, Egypt",Full Time / On-site,Entry Level,1 - 2 Yrs of Exp,"['Customer Service/Support', 'Customer Service', 'Call Center', 'CRM', 'Customer Care', 'Customer Support', 'Data Entry', 'Communication skills', 'CRM Systems', 'Typing']"
Leuwint Technologies - Data Engineer,Leuwint Technologies -,https://wuzzuf.net/jobs/careers/leuwint-technologies-saudi-arabia-127837,"Riyadh, Saudi Arabia",Full Time,Entry Level,IT/Software Development,"['Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'unix', 'skilled', 'skills', 'automation', 'jobs']"
Accounting Manager,je-x -,https://wuzzuf.net/jobs/careers/je-x-Egypt-119960,"Heliopolis, Cairo, Egypt",Full Time / On-site,Manager,5 - 10 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Financial Analysis', 'Manager', 'Accounting Manager', 'Finance', 'Financial Management', 'accounting data', 'Compliance', 'Financial']"
Business Analyst,Outservingplus -,https://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652,"Giza, Egypt",Full Time / On-site,Entry Level,1 - 2 Yrs of Exp,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Analysis', 'business', 'Business Analysis', 'Communication skills', 'Computer Science', 'Data', 'Information Technology (IT)']"
EC Summer Internship,STEM Entrepreneurship Center -,https://wuzzuf.net/jobs/careers/stem-entrepreneurship-center-egypt-127797,"Sheraton, Cairo, Egypt",Hybrid / Internship,Student,Accounting/Finance,"['Project/Program Management', 'Engineering - Telecom/Technology', 'Communication', 'Business Administration', 'Computer Science', 'Business Development', 'Finance', 'Marketing', 'Artificial Intelligence (AI)']"
E-Commerce Specialist,DigiMora -,https://wuzzuf.net/jobs/careers/-125343,"Cairo, Egypt",Full Time / Remote,Experienced,3 - 5 Yrs of Exp,"['Operations/Management', 'Marketing/PR/Advertising', 'Sales/Retail', 'Commerce', 'E-Commerce', 'Manager', 'Marketing', 'Sales', 'saudi store', 'online store']"
BackEnd Developer (Golang),INVENTO -,https://wuzzuf.net/jobs/careers/INVENTO-Saudi-Arabia-91024,"Maadi, Cairo, Egypt",Full Time / Remote,Experienced,3+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'backend', 'Golang', 'Computer Science', 'Programming Language', 'API', 'Software Development', 'GraphQL', 'JavaScript']"
Registrar Assistant,Zewail City -,https://wuzzuf.net/jobs/careers/Zewail-City-Egypt-2881,"6th of October, Giza, Egypt",Full Time / On-site,Entry Level,0 - 3 Yrs of Exp,"['Administration', 'Admin Assistant', 'Management', 'Microsoft Office', 'Data Management', 'Administration']"
HR Director,Khaled Khoshala for Industry  and Trading Co. (Avanti) -,https://wuzzuf.net/jobs/careers/Khaled Khoshala for Industry and Trading Co. (Avanti)-Egypt-127608,"Obour City, Cairo, Egypt",Full Time / On-site,Senior Management,10+ Yrs of Exp,"['Human Resources', 'Operations/Management', 'Human Resources', 'HR', 'Recruitment', 'Leadership', 'Analysis', 'Business Administration', 'Data Analysis', 'Management']"
Python Developer,ZTechnium -,https://wuzzuf.net/jobs/careers/ztechnium-egypt-127676,"Nasr City, Cairo, Egypt",Internship / On-site,Entry Level,IT/Software Development,"['Computer Science', 'Information Technology (IT)', 'Python', 'orm', 'Communication', 'Data', 'Data Structures', 'Linux', 'OOP']"
Growth Internship,Koinz -,https://wuzzuf.net/jobs/careers/Koinz-Egypt-55510,"Maadi, Cairo, Egypt",Hybrid / Internship,Entry Level,Analyst/Research,"['Database SQL Server', 'Data Analysis', 'Data Analytics']"
Business Analyst,Fixed Solutions -,https://wuzzuf.net/jobs/careers/Fixed-Solutions-Egypt-18523,"Cairo, Egypt",Full Time / Hybrid,Experienced,2+ Yrs of Exp,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Agile', 'Engineering', 'Business Administration', 'Business Analysis', 'Data Analysis', 'Computer Science', 'Information Technology (IT)']"
Senior OD and Performance specialist,ElMehy Engineering Company -,https://wuzzuf.net/jobs/careers/ElMehy-Engineering-Company-Egypt-16241,"Heliopolis, Cairo, Egypt",Full Time / On-site,Experienced,5 - 7 Yrs of Exp,"['Human Resources', 'Marketing/PR/Advertising', 'Quality', 'business', 'Human Resources (HR)', 'OD', 'Performance Management', 'Communication skills', 'Data Analysis', 'HR']"
General Accountant,الناجح للخدمات والاستشارات التعليمية والطلابية -,https://wuzzuf.net/jobs/careers/-82301,"Mokattam, Cairo, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Accounting/Finance', 'Banking', 'Logistics/Supply Chain', 'Accounting', 'Accounting Software', 'Finance', 'Financial Analysis', 'Financial Management', 'GAAP', 'MS']"
Research And Development (Food & Beverage ),ICONIC FMCG  -,https://wuzzuf.net/jobs/careers/ICONIC FMCG-Egypt-95839,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['males_only', 'R&D/Science', 'Analyst/Research', 'Business Development', 'Analysis', 'Chemistry', 'Data Analysis', 'Market Research', 'Communication', 'Management', 'Project Management']"
Electromechanical Senior Engineer (DataCenter Solutions),ISST-FIBER OCEAN -,https://wuzzuf.net/jobs/careers/-117487,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,5 - 10 Yrs of Exp,"['Manufacturing/Production', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Telecommunications', 'data center design', 'infrastructure system', 'AutoCAD', 'Uptime Institute', 'Design', 'Electromechanical Engineering']"
Archiving Specialist,Talaat Moustafa Group -,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106,"Dokki, Giza, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Administration', 'Writing/Editorial', 'Analyst/Research', 'Admin', 'Administration', 'Communication skills', 'Skills', 'Data Entry', 'excel', 'Microsoft Office']"
Analyst – Flight Data Quality and Reporting (UAE National Only),UAE General Civil Aviation Authority (GCAA) -,https://wuzzuf.net/jobs/careers/UAE General Civil Aviation Authority (GCAA)-United Arab Emirates-111869,"Dubai, United Arab Emirates",Full Time,Entry Level,IT/Software Development,"['Analyst/Research', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'microsoft office', 'quality', 'management', 'operations']"
